item_id,sort_index,sort_direction,visible,label_column,css_class
17015,,,true,afop_lngt_1_tumr_loca_nm,
18004,,,true,,
12004,,,true,,
9304,,,true,,
21004,,,true,,
9504,,,true,,
9204,,,true,,
17004,,,true,,
22004,,,true,,
9804,,,true,,
15004,,,true,,
23004,,,true,,
9104,,,true,,
14004,,,true,,
19004,,,true,,
13004,,,true,,
9116,,,false,,
15034,,,false,,
15036,,,false,,
15038,,,false,,
21011,,,false,antp_temp_stop_yn_unid_spnm,
21013,,,false,antp_end_resn_nm,
21015,,,false,,
21016,,,false,antp_asmt_item_nm,
21020,,,false,antp_seff_grnm,
22020,,,false,,
22023,,,false,rdt_seff_perd_spnm,
22025,,,false,rdt_seff_knnm,
22027,,,false,rdt_seff_grnm,
23011,,,false,,
9054,1,desc,true,,
9156,1,desc,true,,
9226,1,desc,true,,
9311,1,desc,true,,
17038,,,true,oprt_dmrg_rlcr_invl_yn_spnm,
17051,,,true,esd_vmrg_rlcr_pstv_yn_spnm,
17054,,,true,esd_hmrg_rlcr_pstv_yn_spnm,
18002,,,false,,
18005,,,true,afoc_clnm,
18007,,,true,afoc_nm,
19002,,,false,,
19005,,,true,blpt_knnm,
20002,,,false,,
20005,,,true,drug_clnm,
20007,,,true,drug_spnm,
20025,,,true,drug_injc_pth_nm,
20027,,,true,drug_prsc_capa_unit_nm,
21002,,,false,,
21008,,,true,antp_trtm_prps_nm,
15016,,,true,oprt_prps_nm,
15018,,,true,oprt_mtnm,
15020,,,true,oprt_anst_site_nm,
9002,,,false,,
9009,,,true,frgname,
9013,,,true,jobname,
9017,,,true,visitpathname,
9023,,,true,latername,
9028,,,true,bunhwadoname,
9032,,,true,methodname,
9036,,,true,txcheckname,
9046,,,true,seername,
9102,,,false,,
9106,,,true,cur_drnk_yn_noans_spnm,
9108,,,true,dhis_yn_noans_spnm,
9111,,,true,drnk_knnm,
9117,,,true,cur_smok_yn_noans_spnm,
9119,,,true,shis_yn_noans_spnm,
9125,,,true,mhis_yn_noans_spnm,
9127,,,true,mhis_hl_yn_noans_spnm,
9129,,,true,mhis_htn_yn_noans_spnm,
9131,,,true,mhis_dbt_yn_noans_spnm,
9133,,,true,mhis_tb_yn_noans_spnm,
9135,,,true,mhis_lvds_yn_noans_spnm,
9137,,,true,mhis_cncr_yn_noans_spnm,
9202,,,false,,
9205,,,true,fmht_yn_noans_spnm,
9207,,,true,pt_fm_rlnm,
9145,,,true,mhis_cads_yn_noans_spnm,
9210,,,true,fmhs_htn_yn_noans_spnm,
9147,,,true,etc_mhis_yn_noans_spnm,
9212,,,true,fmhs_dbt_yn_noans_spnm,
9214,,,true,fmht_tb_yn_noans_spnm,
9151,,,true,main_sym_yn_noans_spnm,
9216,,,true,fmhs_lvds_yn_noans_spnm,
9218,,,true,fmhs_cncr_yn_noans_spnm,
9155,,,true,dsch_stnm,
9220,,,true,fmht_cncr_knnm,
9302,,,false,,
9223,,,true,fmhs_etc_yn_noans_spnm,
9402,,,false,,
9502,,,false,,
9505,,,true,clnc_tumr_prty_nm,
9602,,,false,,
9607,,,true,mtst_site_nm,
9702,,,false,,
9705,,,true,cexm_knnm,
15005,,,true,oprt_knnm,
9605,,,false,mtdg_mtnm,
9805,,,true,imex_knnm,
9609,,,false,mtst_aspt_nm,
13012,,,false,gtsp_comp_grnm,
9143,,,false,mhis_insm_yn_noans_spnm,
9153,,,false,ohad_hstr_yn_noans_spnm,
16018,,,false,esd_perf_msre_nm,
9413,1,desc,true,,
9512,1,desc,true,,
9612,1,desc,true,,
9718,1,desc,true,,
9814,1,desc,true,,
9914,1,desc,true,,
10014,1,desc,true,,
11016,1,desc,true,,
12008,1,desc,true,,
13015,1,desc,true,,
14014,1,desc,true,,
15061,1,desc,true,,
16024,1,desc,true,,
17058,1,desc,true,,
18010,1,desc,true,,
19012,1,desc,true,,
21021,1,desc,true,,
22028,1,desc,true,,
23012,1,desc,true,,
15003,,,true,,cell-highlighted
15022,,,true,,cell-highlighted
15050,,,true,,cell-highlighted
16003,,,true,,cell-highlighted
17024,,,true,,cell-highlighted
16023,,,true,,cell-highlighted
17009,,,true,htlg_diag_nm,cell-highlighted
17032,,,true,vasc_inva_ex_yn_spnm,cell-highlighted
17043,,,true,,cell-highlighted
20009,,,true,drin_knnm,cell-highlighted
9902,,,false,,
17017,,,true,afop_lngt_2_tumr_loca_nm,
17025,,,true,iflt_orgn_nm,
17027,,,true,inva_dgre_nm,
17041,,,true,stes_bnst_cncr_clnm,
11002,,,false,,
11006,,,true,bpsy_site_nm,
11010,,,true,bpsy_mthd_knnm,
11015,,,true,htlg_dfgd_nm,
16008,,,true,esd_lesn_shap_nm,
16010,,,true,esd_lesn_loca_wdth_nm,
16012,,,true,esd_lesn_loca_lgtd_nm,
16014,,,true,esd_ulcr_yn_unid_spnm,
16016,,,true,esd_perf_yn_unid_spnm,
16020,,,true,esd_rslt_nm,
17002,,,false,,
17006,,,true,sgpt_hvst_site_nm,
17011,,,true,htlg_dfgd_nm,
17013,,,true,afop_crmr_tumr_loca_nm,
17035,,,true,oprt_pmrg_rlcr_invl_yn_spnm,
9704,,,true,,
9904,,,true,,
11004,,,true,,
20004,,,true,,
9404,,,true,,
12002,,,false,,
12005,,,true,hpli_exam_mtnm,
12007,,,true,hpli_exam_rslt_nm,
13002,,,false,,
13010,,,true,stmc_edex_rslt_tpnm,
13014,,,true,gtsp_comp_nm,
14002,,,false,,
14005,,,true,eus_t_stag_nm,
14007,,,true,eus_n_stag_nm,
14009,,,true,eus_m_stag_nm,
14013,,,true,eus_comp_nm,
15002,,,false,,
9802,,,false,,
16002,,,false,,
21018,,,true,antp_seff_nm,
22002,,,false,,
22005,,,true,rdt_knnm,
22013,,,true,rdt_prps_nm,
22015,,,true,rdt_site_nm,
22021,,,true,rdt_asmt_item_nm,
23002,,,false,,
23005,,,true,rldg_mtnm,
23007,,,true,rlps_site_nm,
23009,,,true,rlps_knnm,
15060,,,true,asct_yn_unid_spnm,
9011,,,true,hmlsname,
9611,,,false,,
9716,,,true,,
9903,,,true,,
9714,,,true,,
9141,,,false,mhis_depr_yn_noans_spnm,
20030,1,desc,true,,
15045,,,true,,cell-highlighted
17008,,,true,,cell-highlighted
17030,,,true,lymp_inva_ex_yn_spnm,cell-highlighted
9103,,,true,,cell-highlighted
9105,,,true,,cell-highlighted
9305,,,true,,cell-highlighted
9306,,,true,,cell-highlighted
9604,,,true,,
16004,,,true,,
10004,,,true,,
9307,,,true,,cell-highlighted
9310,,,true,ecog_nm,cell-highlighted
9403,,,true,,cell-highlighted
9405,,,true,diag_knnm,cell-highlighted
9703,,,true,,cell-highlighted
9803,,,true,,cell-highlighted
9813,,,true,,cell-highlighted
11013,,,true,htlg_diag_nm,cell-highlighted
14012,,,true,,cell-highlighted
17133,,,true,nerv_prex_ex_yn_spnm,cell-highlighted
17047,,,true,,cell-highlighted
17048,,,true,,cell-highlighted
17049,,,true,,cell-highlighted
17053,,,true,,cell-highlighted
18003,,,true,,cell-highlighted
9908,,,true,imem_knnm,
9910,,,true,imem_opn_nm,
9913,,,true,imem_rslt_unit_nm,
10002,,,false,,
10008,,,true,mlem_knnm,
10010,,,true,mlem_opn_nm,
17118,,,true,gros_tpnm,
17044,,,true,,cell-highlighted
